megadrive	ATP Tour
megadrive	Australian Rugby League
megadrive	Barkley Shut Up and Jam 2
megadrive	Barkley Shut Up and Jam!
megadrive	Bill Walsh College Football
megadrive	Bill Walsh College Football 95
megadrive	Coach K College Basketball
megadrive	College Football USA 96
megadrive	College Football USA 97
megadrive	College Football's National Championship
megadrive	College Football's National Championship II
megadrive	College Slam
megadrive	Columns III
megadrive	Dino Dini's Soccer
megadrive	Dragon - The Bruce Lee Story
megadrive	Elitserien 95
megadrive	Elitserien 96
megadrive	Fever Pitch Soccer
megadrive	FIFA 98 - Road to World Cup
megadrive	FIFA International Soccer
megadrive	FIFA Soccer 95
megadrive	FIFA Soccer 96
megadrive	FIFA Soccer 97
megadrive	From TV Animation Slam Dunk - Kyougou Makkou Taiketsu!
megadrive	Gauntlet IV
megadrive	General Chaos
megadrive	IMG International Tour Tennis
megadrive	International Superstar Soccer Deluxe
megadrive	J. League Pro Striker
megadrive	J. League Pro Striker 2
megadrive	J. League Pro Striker Perfect
megadrive	Lost Vikings, The
megadrive	Madden NFL '94
megadrive	Madden NFL 95
megadrive	Madden NFL 96
megadrive	Madden NFL 97
megadrive	Madden NFL 98
megadrive	Mega Bomberman
megadrive	Micro Machines 2 - Turbo Tournament
megadrive	Mortal Kombat 3
megadrive	NBA Action '94
megadrive	NBA Action '95 Starring David Robinson
megadrive	NBA Hang Time
megadrive	NBA Jam
megadrive	NBA Jam - Tournament Edition
megadrive	NBA Live 95
megadrive	NBA Live 96
megadrive	NBA Live 97
megadrive	NBA Live 98
megadrive	NBA Showdown '94
megadrive	NCAA Final Four Basketball
megadrive	NFL '95
megadrive	NFL 98
megadrive	NFL Quarterback Club
megadrive	NFL Quarterback Club 96
megadrive	NHL '94
megadrive	NHL 95
megadrive	NHL 96
megadrive	NHL 97
megadrive	NHL 98
megadrive	Party Quiz Mega Q
megadrive	Pele II - World Tournament Soccer
megadrive	Pepenga Pengo
megadrive	PGA European Tour
megadrive	PGA Tour 96
megadrive	PGA Tour Golf III
megadrive	Prime Time NFL Starring Deion Sanders
megadrive	Pro Striker - Final Stage
megadrive	Puzzle & Action - Ichidanto-R
megadrive	Puzzle & Action - Tanto-R
megadrive	Rugby World Cup 95
megadrive	Sega Sports 1
megadrive	Street Racer
megadrive	Super Skidmarks
megadrive	Tiny Toon Adventures - ACME All-Stars
megadrive	Triple Play - Gold Edition
megadrive	Triple Play 96
megadrive	Ultimate Soccer
megadrive	Wayne Gretzky and the NHLPA All-Stars
megadrive	Wimbledon
megadrive	World Championship Soccer II
megadrive	World Cup USA 94
megadrive	WWF RAW
megadrive	Yu Yu Hakusho - Makyou Toitsusen
nes	Championship Bowling
nes	Danny Sullivan's Indy Heat
nes	Downtown - Nekketsu Koushinkyoku - Soreyuke Daiundoukai
nes	Dynablaster
nes	Four Players' Tennis
nes	Gauntlet II
nes	Greg Norman's Golf Power
nes	Harlem Globetrotters
nes	Ike Ike! Nekketsu Hockey-bu - Subette Koronde Dairantou
nes	Ivan 'Ironman' Stewart's Super Off Road
nes	Justice Duel
nes	Kings of the Beach - Professional Beach Volleyball
nes	Kunio-kun no Nekketsu Soccer League
nes	M.U.L.E.
nes	Magic Johnson's Fast Break
nes	Micro Mages
nes	Monopoly
nes	Monster Truck Rally
nes	Nekketsu Kakutou Densetsu
nes	Nekketsu! Street Basket - Ganbare Dunk Heroes
nes	NES Play Action Football
nes	Nightmare on Elm Street, A
nes	Nintendo World Cup
nes	R.C. Pro-Am II
nes	Rackets & Rivals
nes	Rock 'n' Ball
nes	Roundball - 2-on-2 Challenge
nes	Smash T.V.
nes	Spot - The Video Game
nes	Stinger
nes	Super Dodge Ball
nes	Super Jeopardy!
nes	Super Spike V'Ball
nes	Swords and Serpents
nes	Way of the Exploding Fist
nes	Wit's
psx	100 Man Yen Quiz Hunter
psx	2002 FIFA World Cup
psx	4-4-2 Soccer
psx	Actua Golf
psx	Actua Golf 2
psx	Actua Golf 3
psx	Actua Ice Hockey
psx	Actua Ice Hockey 2
psx	Actua Pool
psx	Actua Soccer 2
psx	Actua Soccer 3
psx	Actua Tennis
psx	Adidas Power Soccer
psx	Adidas Power Soccer 2
psx	Adidas Power Soccer 98
psx	Adidas Power Soccer International '97
psx	AFL 99
